,feature_1,feature_2,TARGET
0,0.16227461260466902,-0.2825227149248397,-0.04584626411644771
1,-0.8744041880796195,-0.16495457997923146,0.14423697557675455
2,0.00054020581583162,0.7517075268129985,0.0004060767777887852
3,0.7217745301229076,-0.2462706654655733,-0.17775189384946993
4,0.37411316113678383,0.28363691741699354,0.10611230378996435
5,0.11553581238104618,0.17627578267684024,0.020366165754673485
6,0.038193177101150666,0.016169831439970368,0.0006175772358825424
7,0.2655393788111997,-0.1818312811120513,-0.04828336543493873
8,0.022419555664572467,-0.02957555391952838,-0.000663070777409431
9,-0.1675535751310328,-0.6733209720138331,0.11281733607161983
10,0.32591244560572497,-0.5857902722955693,-0.19091634025589257
11,-0.39530287684302456,-0.1704159361657985,0.06736590982623739
12,0.7365613261526299,0.21674253627209783,0.15964416995026087
13,-0.37151907582716365,0.386365995824559,-0.14354233769978192
14,0.006825346837987707,0.03927121581928464,0.00026803966871608725
15,-0.11831034943691417,-0.06458982788084205,0.007641645106652565
16,0.09603581444621781,-0.16788992153059618,-0.016123445351502404
17,-0.1209927691644304,-0.3130989256165284,0.03788270603275179
18,0.04038876866911804,0.03324743193635834,0.0013428228373198242
19,0.57322880237221,0.19384286980451523,0.11111631610643449
20,-0.48625338285435776,0.16051212904807188,-0.07804956573878018
21,-0.12231858906848943,0.6052241437100345,-0.0740301633287961
22,0.3984769927125436,-0.16777200780463097,-0.06685328513133475
23,-0.7926418892641149,-0.30052440705171624,0.23820823377545025
24,-0.3182536629343307,0.32385835239840416,-0.1030691069226694
25,-0.009470976968752948,0.012147798863886821,-0.00011505152326091532
26,0.44463658327140887,0.7513629619894595,0.33408346021567875
27,0.1594131069290922,0.6365437397390417,0.10147341524806408
28,0.7207801963146738,0.39725295910440866,0.28633206584986076
29,-0.6595882464090106,0.6861634754554886,-0.4525853635255979
30,0.02949610539757596,0.04149759705989852,0.001224017496624905
31,0.11181039869811628,-0.20677818074011747,-0.023119950830623685
32,-0.01656504000580317,0.06113911414563231,-0.0010127718717417658
33,-0.08723206465964856,-0.41253598600433666,0.035986365805562165
34,-0.8068626131989288,-0.3085020519211572,0.24891877179033653
35,0.07480537065127277,-0.03265931836391316,-0.0024430924154304435
36,-0.43595331675646487,-0.18379234361780997,0.08012488179462815
37,-0.10821023847895472,0.06365231110315622,-0.006887831764209152
38,0.08861591510392686,0.7677886256174429,0.068038291665476
39,-0.8414218108833312,0.0007629657819812405,-0.0006419760499166723
40,-0.0030273664606739526,0.04318495549784196,-0.00013073668587986398
41,-0.4864084346394723,-0.00560636493140869,0.0027269831903041332
42,0.2350443529468601,-0.04551703200915427,-0.010698521336653184
43,-0.92361318162519,0.23269077235948193,-0.21491626459376392
44,0.5701695121960462,0.7522233844721411,0.4288948401869396
45,0.19742714171011558,-0.5813239054092579,-0.1147691170527114
46,-0.5288536358873674,0.8173074969432841,-0.43223604139645927
47,0.33199338831437336,-0.09332596908320795,-0.030983604693656658
48,0.8726791174527678,-0.21110914044216406,-0.18423053836728015
49,0.3168595046400415,0.2974438522330065,0.09424791167677614
50,0.028624618059349457,0.2340708745956445,0.006700189384118207
51,-0.8483329279156813,-0.40680277746802723,0.34510419129368286
52,0.6644280521312567,0.1633698406449325,0.10854750499670632
53,0.06460214226701015,-0.006330649710104757,-0.00040897353321479407
54,0.046065204176594265,-0.869205055403858,-0.040040108348506645
55,0.23078215455408296,0.6623246294977524,0.15285270500972603
56,-0.2716385324317644,-0.5405081214420002,0.14682283287595482
57,0.5835307123897517,0.442566266954276,0.2582510090355017
58,-0.13486442638368473,-0.21457617472451446,0.028938692719826953
59,-0.5708165438399615,-0.18642815958249204,0.1064162777273229
60,0.4884358670334663,0.6519469413032595,0.31843426953527393
61,0.02782188041438149,-0.04641369629612681,-0.0012913163079402612
62,-0.12262748920083956,-0.04467140277318228,0.005477941961154764
63,0.4325734331670413,-0.7229074405698125,-0.31271055342928267
64,0.1909074033891111,0.5881377197953602,0.11227984492132483
65,-0.11881528965291066,-0.5178316951582354,0.06152632285168347
66,-0.21275093294345157,-0.12800518207323336,0.02723322190767678
67,-0.027564662761047617,-0.29378828250653927,0.00809817493044014
68,-0.2977016236632049,0.8203382751707553,-0.24421603647140683
69,-0.21818132153703168,-0.3608310845049712,0.07872660286893497
70,-0.03674841935765122,0.0529226937028687,-0.0019448253417295464
71,0.6819802004109509,0.582653603067004,0.397358220989798
72,0.15611655509296354,0.1303510045458426,0.02034994978260418
73,-0.7730889219932302,0.29152265623305507,-0.22537293604381559
74,0.5286491105523284,-0.7057262568759038,-0.3730815579908706
75,0.4195172074494632,0.24684327058887176,0.1035549995551357
76,-0.2632590854260586,0.5374519911894101,-0.1414891196609382
77,0.43087667046936634,-0.3039017366087831,-0.1309441684198508
78,-0.6248131601325319,0.0031881958598875383,-0.0019920267303377877
79,-0.845336863603256,-0.12845984694857757,0.10859184411846486
80,-0.18882402615899763,0.20963815371087674,-0.039584720220226556
81,-0.6196743501516702,-0.6301011807667539,0.39045753972143826
82,-0.5676803773968804,0.003361551624490107,-0.0019082868948296404
83,0.09358639029983686,-0.06700968281133138,-0.0062711943294495275
84,0.22522406029222852,-0.0283487508418811,-0.006384820768821193
85,-0.36265395598982286,0.47294514710049684,-0.17151542856218388
86,0.10454231541812041,-0.2154191371601663,-0.02252041538409745
87,-0.028796317379512024,0.12822186997495974,-0.0036923176627934643
88,-0.13849569841709083,-0.0837473825684892,0.011598652239426209
89,-0.5848840539531396,-0.6096886217581399,0.3565971527430032
90,0.3975097231730692,0.45233966551524746,0.17980941521916474
91,-0.3006978915261481,0.9154465082921857,-0.2752728348484347
92,0.10700223783678042,-0.3287014444794549,-0.035171790139483905
93,-0.2816487048416596,-0.5248268901164308,0.14781681386736872
94,0.32685084341075155,-0.5019481074456318,-0.1640621622670353
95,0.6136599920309841,0.05013166127164641,0.03076379485645853
96,-0.033759131694249614,0.04860311592431317,-0.0016407989912397688
97,-0.33507833674777127,-0.6713407374131488,0.22495173768342017
98,0.017099838461475357,0.9480552979535631,0.01621159244755182
99,-0.35896248926350477,-0.3962671138111289,0.14224502958690738
100,0.17065603316070013,-0.08918710417937539,-0.015220317408342305
101,-0.12738999010697447,-0.742070902184507,0.09453240488795796
102,-0.004807538994291856,0.005518594100001768,-2.653085632942747e-05
103,0.2564776846189038,-0.20486890168231559,-0.052544301553898144
104,-0.4987879760260164,0.7702025475218535,-0.384167769808507
105,-0.4117297876599111,-0.4203031053539559,0.17305130832018548
106,0.08487263991294,0.8509683053311938,0.07222392655569919
107,-0.25938983438149593,0.5462098540961331,-0.14168128359153703
108,-0.766508162503659,-0.29849632129198683,0.22879986674762268
109,-0.014793118202902671,0.8793591027774039,-0.013008463150184574
